Date,Year,Month,ADM1_PCODE,area_km2,NDVI_d,dewpoint_temperature_2m_d,humidity_d,max_temperature_2m_d,min_temperature_2m_d,surface_pressure_d,temperature_2m_d,total_precipitation_d,u_component_of_wind_10m_d,v_component_of_wind_10m_d,max_elevation_d,mean_elevation_d,min_elevation_d,stdDev_elevation_d,variance_elevation_d,PopTotal,Pop0_19,Pop20_99,PopTotal_Urban,PopTotal_Rural,cases_total,cases0_19,cases20_99,Forest_Cover_Percent,Urban_Cover_Percent,WaterSupply_PublicNetworkInside,WaterSupply_PublicNetworkBuilding,WaterSupply_PoolPublicUse,WaterSupply_Tanker,WaterSupply_Well,WaterSupply_Aqueduct,WaterSupply_RiverLake,WaterSupply_Other,WaterSupply_Closeby,WithElectricity,WithoutElectricity,rur_prov,urb_prov,urbrur_prov,Hygienic_PublicNetworkInside,Hygienic_PublicNetworkBuilding,Hygienic_SepticTank,Hygienic_Latrine,Hygienic_Well,Hygienic_RiverLake,Hygienic_OpenField,Hygienic_Other,HouseType_Independent,HouseType_Flat,HouseType_Farm,HouseType_HoodAlley,HouseType_Hut,HouseType_Improvised,HouseType_NonHumanHabitation,HouseType_Other,HouseType_Collective
2010-12-01,2010,12,PE16,376591.7743138637,0.2661753590272515,296.3722887774656,87.27790915481178,305.18536993667186,294.6979476697295,98760.4417441392,298.64413276016626,2.2822540401075257,-0.058118740889885376,-0.8090060680036352,850.9748507738576,178.0802752523051,75.55455296318664,92.12835008555086,17874.714271585737,981899,446868,535031,665892,316005,365,155,210,97.0669048830779,0.033191409510000006,87471,7476,8719,5720,31711,383,42909,3846,1291,142019,47507,0.0,0.0,1.0,68764,11037,7394,27249,30874,8240,33539,2429,205451,518,3779,478,10088,459,235,0,1255
2011-01-01,2011,1,PE16,376591.7743138637,0.27904910446151304,295.79399866091325,83.64149982800878,305.47524271288444,294.6665695077969,98800.1483608115,298.7728567068786,1.8310321311888071,-0.3390264586453528,-0.7726295231042813,850.9748507738576,178.0802752523051,75.55455296318664,92.12835008555086,17874.714271585737,981899,446868,535031,665892,316005,10983,5860,5123,96.9982066836796,0.033191409510000006,87471,7476,8719,5720,31711,383,42909,3846,1291,142019,47507,0.0,0.0,1.0,68764,11037,7394,27249,30874,8240,33539,2429,205451,518,3779,478,10088,459,235,0,1255
2011-02-01,2011,2,PE16,376591.7743138637,0.17208235465857086,296.2452121666457,88.7273381725878,304.7041169923177,294.81632218403513,98907.12094091135,298.23862102316747,2.445747327551443,-0.22056614367093413,-0.3805770316239957,850.9748507738576,178.0802752523051,75.55455296318664,92.12835008555086,17874.714271585737,981899,446868,535031,665892,316005,6362,3282,3080,96.9982066836796,0.033191409510000006,87471,7476,8719,5720,31711,383,42909,3846,1291,142019,47507,0.0,0.0,1.0,68764,11037,7394,27249,30874,8240,33539,2429,205451,518,3779,478,10088,459,235,0,1255
2011-03-01,2011,3,PE16,376591.7743138637,0.1900681818991401,296.22763443853364,89.61676000017485,305.1983786344595,294.7848997974141,98898.54530221873,298.05360251756514,3.673226081127789,-0.18867898373993272,-0.3736808453398454,850.9748507738576,178.0802752523051,75.55455296318664,92.12835008555086,17874.714271585737,981899,446868,535031,665892,316005,2287,1181,1106,96.9982066836796,0.033191409510000006,87471,7476,8719,5720,31711,383,42909,3846,1291,142019,47507,0.0,0.0,1.0,68764,11037,7394,27249,30874,8240,33539,2429,205451,518,3779,478,10088,459,235,0,1255
2011-04-01,2011,4,PE16,376591.7743138637,0.18655469750145676,296.19481776389443,91.0645677436108,304.45856633714226,294.2208071222746,99009.22345763863,297.7511868544678,3.5562270319742573,-0.1764288197439469,-0.019863417272000253,850.9748507738576,178.0802752523051,75.55455296318664,92.12835008555086,17874.714271585737,981899,446868,535031,665892,316005,709,341,368,96.9982066836796,0.033191409510000006,87471,7476,8719,5720,31711,383,42909,3846,1291,142019,47507,0.0,0.0,1.0,68764,11037,7394,27249,30874,8240,33539,2429,205451,518,3779,478,10088,459,235,0,1255
2011-05-01,2011,5,PE16,376591.7743138637,0.1886050324803659,295.7965772088674,89.43915342767147,304.0394055574746,293.8328917615775,99100.7936404768,297.649937981992,2.434538086434567,-0.16374508145212774,0.45753391473604765,850.9748507738576,178.0802752523051,75.55455296318664,92.12835008555086,17874.714271585737,981899,446868,535031,665892,316005,236,109,127,96.9982066836796,0.033191409510000006,87471,7476,8719,5720,31711,383,42909,3846,1291,142019,47507,0.0,0.0,1.0,68764,11037,7394,27249,30874,8240,33539,2429,205451,518,3779,478,10088,459,235,0,1255
2011-06-01,2011,6,PE16,376591.7743138637,0.24127962568057962,295.7791277945775,91.16551823965125,303.8249449116004,293.54510852808977,99194.07033374337,297.31344327140823,2.160852323543451,-0.13481453854666958,0.051033323155511956,850.9748507738576,178.0802752523051,75.55455296318664,92.12835008555086,17874.714271585737,981899,446868,535031,665892,316005,150,66,84,96.9982066836796,0.033191409510000006,87471,7476,8719,5720,31711,383,42909,3846,1291,142019,47507,0.0,0.0,1.0,68764,11037,7394,27249,30874,8240,33539,2429,205451,518,3779,478,10088,459,235,0,1255
2011-07-01,2011,7,PE16,376591.7743138637,0.2797174215587948,295.54598067132537,89.93246191228576,303.7511269383538,293.24084148927767,99196.21716296604,297.3038067940877,1.2859045643366276,-0.03898404721859068,-0.02288001404053374,850.9748507738576,178.0802752523051,75.55455296318664,92.12835008555086,17874.714271585737,981899,446868,535031,665892,316005,144,67,77,96.9982066836796,0.033191409510000006,87471,7476,8719,5720,31711,383,42909,3846,1291,142019,47507,0.0,0.0,1.0,68764,11037,7394,27249,30874,8240,33539,2429,205451,518,3779,478,10088,459,235,0,1255
2011-08-01,2011,8,PE16,376591.7743138637,0.4703744889195349,295.49109995686405,85.82009078168879,305.0147860421517,292.33491669354464,99189.09821200621,298.03980657037476,0.8364269470735877,-0.03775590354563548,-0.14561075240823476,850.9748507738576,178.0802752523051,75.55455296318664,92.12835008555086,17874.714271585737,981899,446868,535031,665892,316005,91,37,54,96.9982066836796,0.033191409510000006,87471,7476,8719,5720,31711,383,42909,3846,1291,142019,47507,0.0,0.0,1.0,68764,11037,7394,27249,30874,8240,33539,2429,205451,518,3779,478,10088,459,235,0,1255
2011-09-01,2011,9,PE16,376591.7743138637,0.38440764395430854,296.2880175445725,88.78572222799872,305.1860782620167,294.2719450838424,99175.86438882345,298.272509391004,1.7302273419117369,-0.027792486902198342,-0.05560785592389275,850.9748507738576,178.0802752523051,75.55455296318664,92.12835008555086,17874.714271585737,981899,446868,535031,665892,316005,63,33,30,96.9982066836796,0.033191409510000006,87471,7476,8719,5720,31711,383,42909,3846,1291,142019,47507,0.0,0.0,1.0,68764,11037,7394,27249,30874,8240,33539,2429,205451,518,3779,478,10088,459,235,0,1255
2011-10-01,2011,10,PE16,376591.7743138637,0.28576745047438823,296.70095638251667,88.45664451842647,305.35170525478713,294.9350810801973,98843.51665985126,298.7523101146261,1.7430484543657996,-0.12527251514711316,-0.36340286354879503,850.9748507738576,178.0802752523051,75.55455296318664,92.12835008555086,17874.714271585737,981899,446868,535031,665892,316005,76,45,31,96.9982066836796,0.033191409510000006,87471,7476,8719,5720,31711,383,42909,3846,1291,142019,47507,0.0,0.0,1.0,68764,11037,7394,27249,30874,8240,33539,2429,205451,518,3779,478,10088,459,235,0,1255
2011-11-01,2011,11,PE16,376591.7743138637,0.2923464279340383,296.5820858038552,88.41318946162575,305.4254646672666,294.8995488288709,98831.63054473756,298.64004912297696,1.9744441111902737,-0.031931824788150376,-0.43899695712952364,850.9748507738576,178.0802752523051,75.55455296318664,92.12835008555086,17874.714271585737,981899,446868,535031,665892,316005,80,42,38,96.9982066836796,0.033191409510000006,87471,7476,8719,5720,31711,383,42909,3846,1291,142019,47507,0.0,0.0,1.0,68764,11037,7394,27249,30874,8240,33539,2429,205451,518,3779,478,10088,459,235,0,1255
2011-12-01,2011,12,PE16,376591.7743138637,0.16677996031046682,296.4311702374277,90.89211352908629,304.54654724374,294.6751710279845,98888.68762113129,298.0228618976338,3.4034018554702126,-0.07559977429461644,-0.527414011575986,850.9748507738576,178.0802752523051,75.55455296318664,92.12835008555086,17874.714271585737,981899,446868,535031,665892,316005,64,33,31,96.9982066836796,0.033191409510000006,87471,7476,8719,5720,31711,383,42909,3846,1291,142019,47507,0.0,0.0,1.0,68764,11037,7394,27249,30874,8240,33539,2429,205451,518,3779,478,10088,459,235,0,1255
2012-01-01,2012,1,PE16,376591.7743138637,0.21992076994853413,296.1387092617713,88.84163693920897,304.75368478224635,294.5629944688323,98949.37967382041,298.1100356902061,2.728906194590851,-0.17511127180422967,-0.5966903922006964,850.9748507738576,178.0802752523051,75.55455296318664,92.12835008555086,17874.714271585737,981899,446868,535031,665892,316005,400,189,211,96.840266285312,0.033191409510000006,87471,7476,8719,5720,31711,383,42909,3846,1291,142019,47507,0.0,0.0,1.0,68764,11037,7394,27249,30874,8240,33539,2429,205451,518,3779,478,10088,459,235,0,1255
2012-02-01,2012,2,PE16,376591.7743138637,0.18534713718998713,295.7750273853544,88.35775406085148,305.25690922427975,294.3659383597635,98916.9094184313,297.8308095560077,3.1091021787510242,-0.1983100949318143,-0.5363656794778613,850.9748507738576,178.0802752523051,75.55455296318664,92.12835008555086,17874.714271585737,981899,446868,535031,665892,316005,396,181,215,96.840266285312,0.033191409510000006,87471,7476,8719,5720,31711,383,42909,3846,1291,142019,47507,0.0,0.0,1.0,68764,11037,7394,27249,30874,8240,33539,2429,205451,518,3779,478,10088,459,235,0,1255
2012-03-01,2012,3,PE16,376591.7743138637,0.17039629850248594,296.0947431517634,91.34584241512346,305.02726788565167,294.1256743172779,99044.42965141706,297.59895872321016,4.298523715753271,-0.17553059109176491,-0.10752269784142222,850.9748507738576,178.0802752523051,75.55455296318664,92.12835008555086,17874.714271585737,981899,446868,535031,665892,316005,595,303,292,96.840266285312,0.033191409510000006,87471,7476,8719,5720,31711,383,42909,3846,1291,142019,47507,0.0,0.0,1.0,68764,11037,7394,27249,30874,8240,33539,2429,205451,518,3779,478,10088,459,235,0,1255
2012-04-01,2012,4,PE16,376591.7743138637,0.22082392450400562,296.3370739581061,90.1675210558254,304.9209325263644,294.851340818674,99023.12856051644,298.0607087220286,2.695808432317234,-0.16795022953613678,-0.14561644932955953,850.9748507738576,178.0802752523051,75.55455296318664,92.12835008555086,17874.714271585737,981899,446868,535031,665892,316005,577,298,279,96.840266285312,0.033191409510000006,87471,7476,8719,5720,31711,383,42909,3846,1291,142019,47507,0.0,0.0,1.0,68764,11037,7394,27249,30874,8240,33539,2429,205451,518,3779,478,10088,459,235,0,1255
2012-05-01,2012,5,PE16,376591.7743138637,0.26786197025404423,295.9021746553669,89.772821851906,304.3911813904484,293.8207939676788,99151.711853799,297.69429983931644,2.4555237840158743,-0.1835515608953591,0.06085699824900738,850.9748507738576,178.0802752523051,75.55455296318664,92.12835008555086,17874.714271585737,981899,446868,535031,665892,316005,412,184,228,96.840266285312,0.033191409510000006,87471,7476,8719,5720,31711,383,42909,3846,1291,142019,47507,0.0,0.0,1.0,68764,11037,7394,27249,30874,8240,33539,2429,205451,518,3779,478,10088,459,235,0,1255
2012-06-01,2012,6,PE16,376591.7743138637,0.31178180354168417,295.4546296505857,89.33650724101645,303.7486555593869,293.14964818470753,99285.80377400799,297.32160394348847,1.874987740394746,-0.18653428290722845,0.09996996750751139,850.9748507738576,178.0802752523051,75.55455296318664,92.12835008555086,17874.714271585737,981899,446868,535031,665892,316005,445,202,243,96.840266285312,0.033191409510000006,87471,7476,8719,5720,31711,383,42909,3846,1291,142019,47507,0.0,0.0,1.0,68764,11037,7394,27249,30874,8240,33539,2429,205451,518,3779,478,10088,459,235,0,1255
2012-07-01,2012,7,PE16,376591.7743138637,0.3539703318670809,295.14633901774147,89.1079251368296,303.2737182861822,292.22574910541636,99291.14668271907,297.0538231871285,1.446576964616668,-0.16860476853983672,0.03471984621460842,850.9748507738576,178.0802752523051,75.55455296318664,92.12835008555086,17874.714271585737,981899,446868,535031,665892,316005,104,49,55,96.840266285312,0.033191409510000006,87471,7476,8719,5720,31711,383,42909,3846,1291,142019,47507,0.0,0.0,1.0,68764,11037,7394,27249,30874,8240,33539,2429,205451,518,3779,478,10088,459,235,0,1255
2012-08-01,2012,8,PE16,376591.7743138637,0.4929486420818781,295.53104032895965,86.49081197916475,304.6031567191766,293.1507865820119,99280.30846673707,297.9450955255123,1.114706212670677,0.042237789931755816,-0.11311845209583506,850.9748507738576,178.0802752523051,75.55455296318664,92.12835008555086,17874.714271585737,981899,446868,535031,665892,316005,73,29,44,96.840266285312,0.033191409510000006,87471,7476,8719,5720,31711,383,42909,3846,1291,142019,47507,0.0,0.0,1.0,68764,11037,7394,27249,30874,8240,33539,2429,205451,518,3779,478,10088,459,235,0,1255
2012-09-01,2012,9,PE16,376591.7743138637,0.42954133349952256,295.976467555814,86.91328396765088,305.2464565970756,293.1941450383232,99220.73568831514,298.319728831088,1.7246876997331877,-0.032467853028666435,-0.23842039859447647,850.9748507738576,178.0802752523051,75.55455296318664,92.12835008555086,17874.714271585737,981899,446868,535031,665892,316005,116,54,62,96.840266285312,0.033191409510000006,87471,7476,8719,5720,31711,383,42909,3846,1291,142019,47507,0.0,0.0,1.0,68764,11037,7394,27249,30874,8240,33539,2429,205451,518,3779,478,10088,459,235,0,1255
2012-10-01,2012,10,PE16,376591.7743138637,0.3427770638628238,296.582101224598,88.85066375099149,305.45127187221703,294.36738291999393,98940.29513145026,298.5570534305183,2.459484521077438,-0.15044129055323943,-0.2068561393976235,850.9748507738576,178.0802752523051,75.55455296318664,92.12835008555086,17874.714271585737,981899,446868,535031,665892,316005,130,62,68,96.840266285312,0.033191409510000006,87471,7476,8719,5720,31711,383,42909,3846,1291,142019,47507,0.0,0.0,1.0,68764,11037,7394,27249,30874,8240,33539,2429,205451,518,3779,478,10088,459,235,0,1255
2012-11-01,2012,11,PE16,376591.7743138637,0.3078655071817423,296.8578385171651,87.92135380498266,305.7480217906594,295.4739776622512,98845.03183521044,299.01515812204144,1.906796170206115,-0.03018513090425226,-0.6139253281211368,850.9748507738576,178.0802752523051,75.55455296318664,92.12835008555086,17874.714271585737,981899,446868,535031,665892,316005,657,320,337,96.840266285312,0.033191409510000006,87471,7476,8719,5720,31711,383,42909,3846,1291,142019,47507,0.0,0.0,1.0,68764,11037,7394,27249,30874,8240,33539,2429,205451,518,3779,478,10088,459,235,0,1255
2012-12-01,2012,12,PE16,376591.7743138637,0.23347643178949676,296.54172616959625,89.1766075398759,305.1173407546235,294.99115176506814,98846.66188621477,298.4538316438422,2.699769776088319,-0.10754163928645785,-0.533164915926101,850.9748507738576,178.0802752523051,75.55455296318664,92.12835008555086,17874.714271585737,981899,446868,535031,665892,316005,477,252,225,96.840266285312,0.033191409510000006,87471,7476,8719,5720,31711,383,42909,3846,1291,142019,47507,0.0,0.0,1.0,68764,11037,7394,27249,30874,8240,33539,2429,205451,518,3779,478,10088,459,235,0,1255
2013-01-01,2013,1,PE16,376591.7743138637,0.18326957116412995,296.44437699923736,89.40876178271938,305.5526008141929,294.9528187828291,99017.20723673694,298.31234725676046,2.7499387892896676,-0.06933816387950476,-0.13798978860026845,850.9748507738576,178.0802752523051,75.55455296318664,92.12835008555086,17874.714271585737,981899,446868,535031,665892,316005,332,152,180,96.70593594339093,0.033191409510000006,87471,7476,8719,5720,31711,383,42909,3846,1291,142019,47507,0.0,0.0,1.0,68764,11037,7394,27249,30874,8240,33539,2429,205451,518,3779,478,10088,459,235,0,1255
2013-02-01,2013,2,PE16,376591.7743138637,0.11386728538473749,296.5063848967796,90.62901886880344,305.1852061147508,294.85195124561324,98936.44131757123,298.14673391920974,3.1125083833853395,-0.19113191871037716,-0.409166381265954,850.9748507738576,178.0802752523051,75.55455296318664,92.12835008555086,17874.714271585737,981899,446868,535031,665892,316005,443,217,226,96.70593594339093,0.033191409510000006,87471,7476,8719,5720,31711,383,42909,3846,1291,142019,47507,0.0,0.0,1.0,68764,11037,7394,27249,30874,8240,33539,2429,205451,518,3779,478,10088,459,235,0,1255
2013-03-01,2013,3,PE16,376591.7743138637,0.2066925538535532,296.6717620875311,89.68288862532134,305.3320271185515,295.04303335962186,99007.72311133957,298.4904323265119,3.5617774136955567,-0.1542295181610566,-0.12243968759647751,850.9748507738576,178.0802752523051,75.55455296318664,92.12835008555086,17874.714271585737,981899,446868,535031,665892,316005,538,278,260,96.70593594339093,0.033191409510000006,87471,7476,8719,5720,31711,383,42909,3846,1291,142019,47507,0.0,0.0,1.0,68764,11037,7394,27249,30874,8240,33539,2429,205451,518,3779,478,10088,459,235,0,1255
2013-04-01,2013,4,PE16,376591.7743138637,0.33434610397476355,296.051801119713,86.48647884540767,305.83283272943237,293.0158492845331,99079.03079324079,298.4720038077077,2.7422430605126475,-0.20538197673488007,0.16231637262497867,850.9748507738576,178.0802752523051,75.55455296318664,92.12835008555086,17874.714271585737,981899,446868,535031,665892,316005,370,190,180,96.70593594339093,0.033191409510000006,87471,7476,8719,5720,31711,383,42909,3846,1291,142019,47507,0.0,0.0,1.0,68764,11037,7394,27249,30874,8240,33539,2429,205451,518,3779,478,10088,459,235,0,1255
2013-05-01,2013,5,PE16,376591.7743138637,0.2161489361164802,296.3605572833999,90.90220570500293,304.84690000370176,294.696859773211,99152.52306845514,297.94883495586384,2.870592688649465,-0.21634272662675258,0.04489309060592895,850.9748507738576,178.0802752523051,75.55455296318664,92.12835008555086,17874.714271585737,981899,446868,535031,665892,316005,371,192,179,96.70593594339093,0.033191409510000006,87471,7476,8719,5720,31711,383,42909,3846,1291,142019,47507,0.0,0.0,1.0,68764,11037,7394,27249,30874,8240,33539,2429,205451,518,3779,478,10088,459,235,0,1255
2013-06-01,2013,6,PE16,376591.7743138637,0.2841627228203588,295.97303693908157,91.4379749343785,303.6193532947254,294.2675262846649,99226.22704210541,297.4585098092664,2.0330054676730334,-0.09300174302423436,0.051239615147971304,850.9748507738576,178.0802752523051,75.55455296318664,92.12835008555086,17874.714271585737,981899,446868,535031,665892,316005,387,186,201,96.70593594339093,0.033191409510000006,87471,7476,8719,5720,31711,383,42909,3846,1291,142019,47507,0.0,0.0,1.0,68764,11037,7394,27249,30874,8240,33539,2429,205451,518,3779,478,10088,459,235,0,1255
2013-07-01,2013,7,PE16,376591.7743138637,0.3048962257626942,295.0308175693552,90.38872531803067,303.10528894442416,290.82507772647693,99374.8516613874,296.6981628471831,1.7014445994756242,-0.10080220918355555,0.10193482446266876,850.9748507738576,178.0802752523051,75.55455296318664,92.12835008555086,17874.714271585737,981899,446868,535031,665892,316005,196,97,99,96.70593594339093,0.033191409510000006,87471,7476,8719,5720,31711,383,42909,3846,1291,142019,47507,0.0,0.0,1.0,68764,11037,7394,27249,30874,8240,33539,2429,205451,518,3779,478,10088,459,235,0,1255
2013-08-01,2013,8,PE16,376591.7743138637,0.3719337648892379,295.19099866897056,89.13029005688017,303.8638954621173,291.3474930801399,99254.47513509331,297.095070163652,1.933042663762273,-0.12703065723827925,0.08524391466393962,850.9748507738576,178.0802752523051,75.55455296318664,92.12835008555086,17874.714271585737,981899,446868,535031,665892,316005,263,126,137,96.70593594339093,0.033191409510000006,87471,7476,8719,5720,31711,383,42909,3846,1291,142019,47507,0.0,0.0,1.0,68764,11037,7394,27249,30874,8240,33539,2429,205451,518,3779,478,10088,459,235,0,1255
2013-09-01,2013,9,PE16,376591.7743138637,0.403882816878065,296.13203468328874,87.97642464286923,305.2686564124206,293.9910867175854,99132.1107012919,298.26886678952786,1.5855444795639049,-0.1510565384380064,-0.15930932718160534,850.9748507738576,178.0802752523051,75.55455296318664,92.12835008555086,17874.714271585737,981899,446868,535031,665892,316005,264,107,157,96.70593594339093,0.033191409510000006,87471,7476,8719,5720,31711,383,42909,3846,1291,142019,47507,0.0,0.0,1.0,68764,11037,7394,27249,30874,8240,33539,2429,205451,518,3779,478,10088,459,235,0,1255
2013-10-01,2013,10,PE16,376591.7743138637,0.37209284022173156,296.51209946515144,88.64402176127,305.30689410888164,294.7283723288029,99004.26209791166,298.52494704528544,1.776742309644351,-0.14673052613847398,-0.29298908193697565,850.9748507738576,178.0802752523051,75.55455296318664,92.12835008555086,17874.714271585737,981899,446868,535031,665892,316005,243,103,140,96.70593594339093,0.033191409510000006,87471,7476,8719,5720,31711,383,42909,3846,1291,142019,47507,0.0,0.0,1.0,68764,11037,7394,27249,30874,8240,33539,2429,205451,518,3779,478,10088,459,235,0,1255
